2023-10-05 12:02:07 
Array
(
    [a] => 1
)

2023-10-05 12:38:43 
Array
(
    [a] => 1
)
 192.168.9.126
2023-10-05 12:41:02 
test	192.168.9.126
2023-10-05 12:42:10 	test	192.168.9.126
2023-10-05 12:48:29 	test	192.168.9.126	Десктоп
2023-10-06 18:31:06 	Создан заказ	37.78.168.110	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-06 21:50:44 	Создан заказ	194.33.84.106	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.2272 YaBrowser/23.9.0.2272 Yowser/2.5 Safari/537.36
2023-10-06 21:51:18 	Создан заказ	194.33.84.106	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.2272 YaBrowser/23.9.0.2272 Yowser/2.5 Safari/537.36
2023-10-06 21:53:03 	Создан заказ	194.33.84.106	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.2272 YaBrowser/23.9.0.2272 Yowser/2.5 Safari/537.36
2023-10-06 21:53:18 	Создан заказ	194.33.84.106	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.2272 YaBrowser/23.9.0.2272 Yowser/2.5 Safari/537.36
2023-10-07 12:29:56 	Создан заказ	178.78.41.191	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.1.1138 Yowser/2.5 Safari/537.36
2023-10-07 12:30:07 	Создан заказ	178.78.41.191	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.1.1138 Yowser/2.5 Safari/537.36
2023-10-07 12:30:56 	Создан заказ	178.78.41.191	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.1.1138 Yowser/2.5 Safari/537.36
2023-10-07 14:53:20 	Создан заказ	37.78.61.27	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36
2023-10-07 14:53:37 	Создан заказ	37.78.61.27	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36
2023-10-07 19:39:17 	Создан заказ	91.238.88.182	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 YaBrowser/23.3.7.21.10 SA/3 Mobile/15E148 Safari/604.1
2023-10-07 19:39:32 	Создан заказ	91.238.88.182	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 YaBrowser/23.3.7.21.10 SA/3 Mobile/15E148 Safari/604.1
2023-10-07 19:39:40 	Создан заказ	91.238.88.182	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 YaBrowser/23.3.7.21.10 SA/3 Mobile/15E148 Safari/604.1
2023-10-07 21:27:22 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-07 21:36:22 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-07 23:10:20 	Создан заказ	45.157.215.164	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-07 23:11:23 	Создан заказ	45.157.215.164	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-07 23:11:31 	Создан заказ	45.157.215.164	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 03:55:04 	Whatsapp	95.24.99.161	Мобильный	Mozilla/5.0 (Linux; Android 11; Galaxy S21+) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/116.0.5845.163 Mobile Safari/537.46
2023-10-08 07:06:42 	Создан заказ	94.233.192.245	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 07:06:52 	Создан заказ	94.233.192.245	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 08:04:40 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 08:37:39 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 09:00:03 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 09:00:13 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 09:00:33 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 09:00:48 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 10:18:30 	Создан заказ	95.25.137.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 10:19:25 	Создан заказ	95.25.137.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 10:19:31 	Создан заказ	95.25.137.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 10:19:45 	Создан заказ	95.25.137.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 11:41:28 	Создан заказ	37.78.197.61	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 11:42:04 	Создан заказ	37.78.197.61	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 11:42:07 	Создан заказ	37.78.197.61	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 11:48:21 	Создан заказ	185.3.32.191	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 11:50:41 	Создан заказ	185.3.32.191	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 11:58:22 	Создан заказ	185.3.32.191	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 12:01:28 	Создан заказ	185.3.32.191	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 12:01:49 	Создан заказ	185.3.32.191	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 12:01:56 	Создан заказ	95.25.133.245	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; TFY-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 12:02:38 	Создан заказ	95.25.133.245	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; TFY-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 12:02:51 	Создан заказ	95.25.133.245	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; TFY-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 14:08:04 	Создан заказ	85.26.185.103	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 14:09:18 	Создан заказ	85.26.185.103	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 14:09:24 	Создан заказ	85.26.185.103	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 15:39:51 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 15:50:00 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 15:51:00 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 15:51:15 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 15:58:05 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 15:58:15 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 15:58:19 	Создан заказ	178.155.17.184	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 17:02:32 	Создан заказ	185.52.134.56	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36
2023-10-08 17:03:34 	Создан заказ	185.52.134.56	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36
2023-10-08 17:04:01 	Создан заказ	185.52.134.56	Десктоп	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36
2023-10-08 18:45:49 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:45:57 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:45:58 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:46:25 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:46:33 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:46:59 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:47:00 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 18:47:42 	Создан заказ	95.25.138.66	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-08 19:56:33 	Создан заказ	81.23.164.121	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-08 19:56:58 	Создан заказ	81.23.164.121	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-08 19:57:17 	Создан заказ	81.23.164.121	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-08 20:14:15 	Создан заказ	81.23.164.121	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-08 20:14:19 	Создан заказ	81.23.164.121	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-08 20:14:22 	Создан заказ	81.23.164.121	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-08 21:03:15 	Создан заказ	146.158.117.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 21:03:40 	Создан заказ	146.158.117.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 21:03:52 	Создан заказ	146.158.117.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 21:04:49 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 21:05:44 	Создан заказ	146.158.117.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 21:06:05 	Создан заказ	146.158.117.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 21:06:26 	Создан заказ	146.158.117.2	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-08 21:07:59 	Создан заказ	91.232.110.12	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-08 21:23:12 	Создан заказ	95.25.181.139	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 21:23:36 	Создан заказ	95.25.181.139	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-08 21:23:51 	Создан заказ	95.25.181.139	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-09 00:13:03 	Whatsapp	94.25.171.97	Мобильный	Mozilla/5.0 (Linux; Android 11; Pixel 5a) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/116.0.5845.115 Mobile Safari/537.36
2023-10-09 09:20:32 	Создан заказ	95.25.151.98	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-09 09:24:27 	Создан заказ	95.25.151.98	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-09 09:24:40 	Создан заказ	95.25.151.98	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 OPR/102.0.0.0
2023-10-09 09:46:50 	Создан заказ	188.170.195.157	Мобильный	Mozilla/5.0 (Linux; arm; Android 10; itel L6006) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.87 YaBrowser/23.9.3.87.00 SA/3 Mobile Safari/537.36
2023-10-09 10:35:13 	Создан заказ	5.138.240.79	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-09 10:35:16 	Создан заказ	5.138.240.79	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-09 10:35:31 	Создан заказ	5.138.240.79	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-09 10:36:08 	Создан заказ	5.138.240.79	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-09 10:36:10 	Создан заказ	5.138.240.79	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-09 10:36:16 	Создан заказ	5.138.240.79	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2023-10-09 12:10:56 	Whatsapp	185.211.159.201	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36
2023-10-09 12:33:24 	Создан заказ	77.233.10.253	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2023-10-09 12:33:52 	Создан заказ	176.59.72.1	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-09 12:34:37 	Создан заказ	176.59.72.1	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-09 12:34:44 	Создан заказ	176.59.72.1	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-09 12:55:02 	zakazatZvonok	37.78.25.225	Десктоп	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-09 13:11:02 	Whatsapp	5.104.239.209	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.2272 YaBrowser/23.9.0.2272 Yowser/2.5 Safari/537.36
2023-10-09 13:25:59 	Создан заказ	188.162.166.180	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.47
2023-10-09 13:26:36 	zakazatZvonok	80.240.59.152	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.967 YaBrowser/23.9.1.967 Yowser/2.5 Safari/537.36
2023-10-09 13:26:46 	Создан заказ	188.162.166.180	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.47
2023-10-09 13:27:45 	Создан заказ	188.162.166.180	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.47
2023-10-09 13:28:12 	Создан заказ	188.162.166.180	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.47
2023-10-09 13:45:19 	Создан заказ	81.23.164.205	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.31
